func_name,success_rate,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_best,best_fitness_worst,convergence_evals_mean,convergence_evals_std,convergence_evals_median,total_evals_mean
rastrigin,0.0,77.6948607051284,42.76366158923336,66.27104692678454,28.990004619117254,192.4827564151915,100010.0,0.0,100010.0,100010.0
rosenbrock,0.0,28.942874528858624,17.272265631720025,23.63376840267338,4.511777150272399,81.82316061264545,100020.0,0.0,100020.0,100020.0
sphere,1.0,1.2676032476778064e-15,1.7386804775831605e-15,7.262123538637261e-16,2.3681704133428858e-17,7.948426800142065e-15,46361.1,2753.239701101983,45371.0,100010.0
