func_name,success_rate,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_best,best_fitness_worst,convergence_evals_mean,convergence_evals_std,convergence_evals_median,total_evals_mean
rastrigin,1.0,1.7460403493411528e-10,1.2477652993160502e-10,1.4807710613240488e-10,2.211208993685432e-11,5.324523044691887e-10,47599.23333333333,1411.1559380908955,47521.5,100040.0
rosenbrock,0.0,24.287258914123708,0.7871096159167158,24.289890202622686,22.153587379554192,25.89605937060367,100000.0,0.0,100000.0,100000.0
sphere,0.0,0.15708232286487875,0.05264690162250431,0.1435070674008616,0.0615536718498727,0.3131579276108511,100080.0,0.0,100080.0,100080.0
