func_name,success_rate,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_best,best_fitness_worst,convergence_evals_mean,convergence_evals_std,convergence_evals_median,total_evals_mean
rastrigin,0.0,370.60036112623254,20.926636821002422,374.6419707722981,329.7564874131181,400.9651683438929,100020.0,0.0,100020.0,100020.0
rosenbrock,0.0,74.64799482918787,10.279373103220822,72.17422176986176,64.46612173247476,122.96247144638174,100020.0,0.0,100020.0,100020.0
sphere,0.0,0.1733516825753599,0.01271580538081899,0.17653368457369006,0.1491640853491466,0.1950088707603687,100020.0,0.0,100020.0,100020.0
