func_name,success_rate,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_best,best_fitness_worst,convergence_evals_mean,convergence_evals_std,convergence_evals_median,total_evals_mean
rastrigin,0.0,445.74602255418665,25.48561650735098,449.48674374829903,390.3456931331871,489.6899795155312,100234.86666666667,5.204330645843361,100234.5,100234.86666666667
rosenbrock,0.0,57.910828025579,22.123279203858413,48.6925811533237,35.65898037054329,109.8008351134565,100017.6,1.069966161243848,100018.0,100017.6
sphere,1.0,1.1368620528791936e-14,1.9453498274449473e-14,2.75086868407514e-15,3.399837628969509e-16,8.777577274586552e-14,51162.7,2688.5163983390416,50813.5,100017.46666666666
