func_name,success_rate,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_best,best_fitness_worst,convergence_evals_mean,convergence_evals_std,convergence_evals_median,total_evals_mean
rastrigin,0.4666666666666667,1.4262959630164147,1.0011487013675266,1.4952187220989615,0.0,3.9798362521276553,71610.76666666666,34210.83622911609,100020.0,100020.0
rosenbrock,0.7666666666666667,210.50407707409732,650.5511556469361,0.0088650916046519,0.0001514264656554,2502.222343635786,38179.4,35501.2097439335,21180.5,100020.0
sphere,1.0,7.924589688785435e-14,4.340476531520627e-13,6.379931679224504e-176,0.0,2.3773769066356307e-12,1810.8666666666666,187.54507197734765,1798.5,100020.0
