func_name,success_rate,best_fitness_mean,best_fitness_std,best_fitness_median,best_fitness_best,best_fitness_worst,convergence_evals_mean,convergence_evals_std,convergence_evals_median,total_evals_mean
rastrigin,0.0,6.544701982960175,2.5562751133171027,6.510965623072508,2.644155976633044,12.807806167758985,92550.66666666667,3209.9615781708876,93492.5,92550.66666666667
rosenbrock,0.5,1.3338194041885147,1.3148246588784762,0.989623817609686,0.2376257670613192,6.191987134233634,53464.96666666667,41641.65709585181,82930.0,91114.8
sphere,0.0,8.941815145524476e-06,2.7898755338463005e-06,9.29322541760486e-06,4.632064923665107e-06,1.424352663463293e-05,91037.73333333334,2754.369693631449,90313.0,91037.73333333334
