experiment_id,run_id,param_tag,iter,evals_cost,normalized_evals,time_sec,temp,best_cost,current_cost
exp_gc_001,DFS_GC[base]_n30_inst0_run0,base,0,0,0.0,2.6670022634789348e-06,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst0_run0,base,1208,1,1.0,0.0011040420067729428,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst0_run1,base,0,0,0.0,1.1660013115033507e-06,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst0_run1,base,1208,1,1.0,0.0007677910034544766,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst0_run2,base,0,0,0.0,7.500057108700275e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst0_run2,base,1208,1,1.0,0.0007457090105162933,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst1_run0,base,0,0,0.0,7.079943316057324e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst1_run0,base,89,1,1.0,0.00010891599231399596,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst1_run1,base,0,0,0.0,6.67001586407423e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst1_run1,base,89,1,1.0,0.00010483300138730556,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst1_run2,base,0,0,0.0,6.250047590583563e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst1_run2,base,89,1,1.0,0.00010362500324845314,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst2_run0,base,0,0,0.0,6.250047590583563e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst2_run0,base,71,1,1.0,8.974999946076423e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst2_run1,base,0,0,0.0,6.249902071431279e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst2_run1,base,71,1,1.0,8.670799434185028e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst2_run2,base,0,0,0.0,5.829933797940612e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst2_run2,base,71,1,1.0,8.962499850895256e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst3_run0,base,0,0,0.0,1.1250085663050413e-06,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst3_run0,base,72,1,1.0,0.00014016700151842088,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst3_run1,base,0,0,0.0,7.920025382190943e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst3_run1,base,72,1,1.0,9.825000597629696e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst3_run2,base,0,0,0.0,7.499911589547992e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst3_run2,base,72,1,1.0,9.204099478665739e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst4_run0,base,0,0,0.0,7.079943316057324e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst4_run0,base,68,1,1.0,9.270799637306482e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst4_run1,base,0,0,0.0,6.250047590583563e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst4_run1,base,68,1,1.0,8.800000068731606e-05,,0,0.0
exp_gc_001,DFS_GC[base]_n30_inst4_run2,base,0,0,0.0,5.420006345957518e-07,,inf,inf
exp_gc_001,DFS_GC[base]_n30_inst4_run2,base,68,1,1.0,8.854200132191181e-05,,0,0.0
