experiment_id,run_id,param_tag,iter,evals_cost,normalized_evals,time_sec,temp,best_cost,current_cost
exp_001,ACO_n30_inst0_run0,base,0,0,0.0,1.9170111045241356e-06,,inf,inf
exp_001,ACO_n30_inst0_run0,base,10,300,9000.0,0.14806495897937566,,523.8480150462058,529.324073040659
exp_001,ACO_n30_inst0_run0,base,20,600,18000.0,0.26416287501342595,,511.2140414157734,511.2140414157734
exp_001,ACO_n30_inst0_run0,base,30,900,27000.0,0.38449312502052635,,501.38536570596705,514.4035260977076
exp_001,ACO_n30_inst0_run0,base,40,1200,36000.0,0.5045338749769144,,478.7657943675739,512.48272226075
exp_001,ACO_n30_inst0_run0,base,50,1500,45000.0,0.6207532089902088,,478.7657943675739,523.2260429539244
exp_001,ACO_n30_inst0_run0,base,60,1800,54000.0,0.7381577499909326,,478.7657943675739,501.04602901725195
exp_001,ACO_n30_inst0_run0,base,70,2100,63000.0,0.8549151250044815,,478.7657943675739,518.9803506725143
exp_001,ACO_n30_inst0_run0,base,80,2400,72000.0,0.9735481669777073,,478.7657943675739,513.808585357539
exp_001,ACO_n30_inst0_run0,base,90,2700,81000.0,1.089733334025368,,478.7657943675739,517.203119762095
exp_001,ACO_n30_inst0_run0,base,100,3000,90000.0,1.2354053750168532,,478.7657943675739,532.2664142477986
exp_001,ACO_n30_inst0_run0,base,110,3300,99000.0,1.3681383749935776,,478.7657943675739,546.3224177061944
exp_001,ACO_n30_inst0_run0,base,120,3600,108000.0,1.4967009170213714,,478.7657943675739,544.6822961894841
exp_001,ACO_n30_inst0_run0,base,130,3900,117000.0,1.6799511670251377,,478.7657943675739,535.421004685426
exp_001,ACO_n30_inst0_run0,base,140,4200,126000.0,1.803926958993543,,478.7657943675739,491.58332010551055
exp_001,ACO_n30_inst0_run0,base,150,4500,135000.0,1.9207578339846805,,478.7657943675739,499.1960651652896
exp_001,ACO_n30_inst0_run0,base,160,4800,144000.0,2.0418011249857955,,478.7657943675739,541.941827653652
exp_001,ACO_n30_inst0_run0,base,170,5100,153000.0,2.1565939169959165,,478.7657943675739,520.8829820688202
exp_001,ACO_n30_inst0_run0,base,180,5400,162000.0,2.2699047090136446,,478.7657943675739,528.6023230341442
exp_001,ACO_n30_inst0_run0,base,190,5700,171000.0,2.382930750027299,,478.7657943675739,506.18679438049315
exp_001,ACO_n30_inst0_run0,base,200,6000,180000.0,2.496704209013842,,478.7657943675739,522.8285946190603
exp_001,ACO_n30_inst0_run0,base,210,6300,189000.0,2.6600383750046603,,478.7657943675739,529.1634612882616
exp_001,ACO_n30_inst0_run0,base,220,6600,198000.0,2.8071604589931667,,478.7657943675739,514.2303841564573
exp_001,ACO_n30_inst0_run0,base,230,6900,207000.0,2.9592521250015125,,478.7657943675739,523.6620125296516
exp_001,ACO_n30_inst0_run0,base,240,7200,216000.0,3.078531958977692,,478.7657943675739,505.36728859139544
exp_001,ACO_n30_inst0_run0,base,250,7500,225000.0,3.1930267920251936,,478.7657943675739,513.9014866124618
exp_001,ACO_n30_inst0_run0,base,260,7800,234000.0,3.3082960420288146,,478.7657943675739,541.9342891690346
exp_001,ACO_n30_inst0_run0,base,270,8100,243000.0,3.420989458973054,,478.7657943675739,529.3534721770125
exp_001,ACO_n30_inst0_run0,base,280,8400,252000.0,3.533707291993778,,474.78097184678,513.7226536441603
exp_001,ACO_n30_inst0_run0,base,290,8700,261000.0,3.646897916973103,,474.78097184678,518.0932847375434
exp_001,ACO_n30_inst0_run0,base,300,9000,270000.0,3.7625149589730427,,474.78097184678,528.0530199973083
exp_001,ACO_n30_inst0_run0,base,310,9300,279000.0,3.935753499972634,,474.78097184678,543.7062980586082
exp_001,ACO_n30_inst0_run0,base,320,9600,288000.0,4.049076083989348,,474.78097184678,555.0357548475903
exp_001,ACO_n30_inst0_run0,base,330,9900,297000.0,4.162184624990914,,474.78097184678,536.792561061176
exp_001,ACO_n30_inst0_run0,base,340,10200,306000.0,4.277006625023205,,474.78097184678,545.1498475735115
exp_001,ACO_n30_inst0_run0,base,350,10500,315000.0,4.389400666987058,,474.78097184678,533.2721564343718
exp_001,ACO_n30_inst0_run0,base,360,10800,324000.0,4.558280459023081,,474.78097184678,528.7838201162855
exp_001,ACO_n30_inst0_run0,base,370,11100,333000.0,4.6734744170098566,,474.78097184678,506.1867943804931
exp_001,ACO_n30_inst0_run0,base,380,11400,342000.0,4.79148900002474,,474.78097184678,554.3594146194504
exp_001,ACO_n30_inst0_run0,base,390,11700,351000.0,4.912707042007241,,474.78097184678,536.8104590145296
